loss,accuracy,iou_score,val_loss,val_accuracy,val_iou_score
0.9551307559013367,0.8760247826576233,0.19499774277210236,0.9394859671592712,0.9377065300941467,0.2166343778371811
0.925986111164093,0.9386791586875916,0.2564021348953247,0.9482821226119995,0.8240936398506165,0.22944754362106323
0.9140447974205017,0.9433587193489075,0.31462571024894714,0.916694700717926,0.9283446669578552,0.33848878741264343
0.9055137634277344,0.9501734972000122,0.3472020924091339,0.9023393988609314,0.952160656452179,0.3637179434299469
0.9000730514526367,0.9530919790267944,0.36306390166282654,0.8954005837440491,0.9575135111808777,0.3813454508781433
0.890037477016449,0.9560335278511047,0.40669721364974976,0.8911300301551819,0.9474823474884033,0.4130852222442627
0.8814846277236938,0.9589051008224487,0.4351285994052887,0.8881219625473022,0.9448894262313843,0.4191744923591614
0.8744406700134277,0.9630711078643799,0.45632755756378174,0.8913952112197876,0.9383417367935181,0.4089275598526001
0.8679898381233215,0.966118574142456,0.47341686487197876,0.8829382061958313,0.9453895092010498,0.4332481622695923
0.8628212809562683,0.9674729704856873,0.490427166223526,0.8787052035331726,0.9504161477088928,0.4472595155239105
0.8609664440155029,0.9682831764221191,0.4960584342479706,0.8705278635025024,0.9618281126022339,0.47012412548065186
0.8567150235176086,0.9700596928596497,0.5100365281105042,0.8678972125053406,0.9634870290756226,0.48138755559921265
0.8530260920524597,0.9714213609695435,0.5229141712188721,0.8668964505195618,0.9619261026382446,0.483646422624588
0.8506553769111633,0.9717562794685364,0.5305683016777039,0.8652450442314148,0.9647974371910095,0.49078723788261414
0.8494439125061035,0.9718867540359497,0.534818708896637,0.8669587969779968,0.9611494541168213,0.4834728240966797
0.8457397222518921,0.9735147953033447,0.548019528388977,0.8588714003562927,0.9692907929420471,0.5064273476600647
0.8448269367218018,0.973541796207428,0.5512692928314209,0.8583524823188782,0.9708977341651917,0.5086618661880493
0.8427627086639404,0.9741703867912292,0.5583015084266663,0.8567323088645935,0.9700363278388977,0.5159556269645691
0.8405271172523499,0.9746705889701843,0.5659855008125305,0.8531986474990845,0.9692453742027283,0.5251036882400513
0.8393714427947998,0.9749282598495483,0.5708732008934021,0.8578994870185852,0.9725413918495178,0.5125720500946045
0.836604118347168,0.9754946827888489,0.5813134908676147,0.8547197580337524,0.9731640219688416,0.5231747031211853
0.8352530598640442,0.9762011766433716,0.5848699808120728,0.8510932326316833,0.9738461971282959,0.5327121615409851
0.8340768814086914,0.9761828184127808,0.589716374874115,0.8520143032073975,0.9737035036087036,0.5310331583023071
0.8325105309486389,0.9764050245285034,0.5955139398574829,0.8482089638710022,0.974216878414154,0.5412284135818481
0.8308706283569336,0.9768590331077576,0.6009911298751831,0.8454702496528625,0.9740164875984192,0.5519843697547913
0.8277279734611511,0.9778660535812378,0.612341046333313,0.8407942056655884,0.9746734499931335,0.5634195804595947
0.8259084224700928,0.9786468744277954,0.6191679239273071,0.8379295468330383,0.9761319756507874,0.5760489702224731
0.8220437169075012,0.9797203540802002,0.6333025693893433,0.8367995619773865,0.9758148789405823,0.5795342922210693
0.8218698501586914,0.979269802570343,0.6352787613868713,0.8366597294807434,0.976153552532196,0.5805048942565918
0.8185651302337646,0.9805885553359985,0.6469714641571045,0.8401049971580505,0.9746771454811096,0.567268967628479
0.8168252110481262,0.9807623028755188,0.6545395851135254,0.8369583487510681,0.9750627279281616,0.578970730304718
0.8160327076911926,0.9808830618858337,0.6572479605674744,0.8372743129730225,0.9752097725868225,0.5774673819541931
0.8132597208023071,0.9820170402526855,0.6680456399917603,0.8432722091674805,0.9727327227592468,0.5573239922523499
0.8145020604133606,0.9815334677696228,0.6638138294219971,0.8362255692481995,0.9760375618934631,0.5830690860748291
0.8110011219978333,0.9826129674911499,0.6774899363517761,0.836270809173584,0.975124180316925,0.5816784501075745
0.8107150197029114,0.982437014579773,0.6793421506881714,0.851141095161438,0.9742787480354309,0.5356489419937134
0.8095217943191528,0.9830191731452942,0.6855517029762268,0.8508172035217285,0.9701981544494629,0.5340391397476196
0.8096340894699097,0.9831369519233704,0.683643639087677,0.8513972163200378,0.967552125453949,0.5314120054244995
0.8071707487106323,0.9835366606712341,0.6938450336456299,0.8547199368476868,0.9711496233940125,0.5185495615005493
0.8067777156829834,0.9838141202926636,0.6946846842765808,0.8492200970649719,0.97287517786026,0.5363503694534302
0.8051754236221313,0.9842866659164429,0.7015392184257507,0.8531904220581055,0.972564697265625,0.5266595482826233
0.8045616745948792,0.9846134185791016,0.703700840473175,0.8609607815742493,0.9697943329811096,0.5043053030967712
0.8042795658111572,0.9847081303596497,0.7052038311958313,0.8560616970062256,0.9722179770469666,0.5224915146827698
0.8043028116226196,0.9846519231796265,0.7052190899848938,0.8569685220718384,0.9704250693321228,0.5166530609130859
0.8056675791740417,0.9841861724853516,0.6990740299224854,0.8475499749183655,0.9712905883789062,0.5416183471679688
0.8030089139938354,0.9849105477333069,0.7108928561210632,0.856728732585907,0.9631963968276978,0.5153254866600037
0.8023226857185364,0.9853560328483582,0.7139924764633179,0.843105673789978,0.9677388668060303,0.5602903962135315
0.803063690662384,0.9848230481147766,0.7111164331436157,0.8430659174919128,0.9675723910331726,0.5607222318649292
0.8011556267738342,0.9854781031608582,0.7186870574951172,0.8391860127449036,0.9708346724510193,0.5747644901275635
0.8010770082473755,0.9855436086654663,0.71817547082901,0.832306981086731,0.9745308756828308,0.5991989970207214
0.7989765405654907,0.9857792258262634,0.7286494374275208,0.8305745720863342,0.9737740159034729,0.6077719926834106
0.7988512516021729,0.9861432909965515,0.7289928793907166,0.8358047008514404,0.9681335091590881,0.5903262495994568
0.7985668778419495,0.9861136674880981,0.7308811545372009,0.8306716084480286,0.9770671129226685,0.6084678769111633
0.7980260848999023,0.9860778450965881,0.7323600649833679,0.8317275643348694,0.9759854078292847,0.6019994020462036
0.7966185808181763,0.9865872263908386,0.7384887933731079,0.8327479958534241,0.9776483774185181,0.6031873226165771
0.796097993850708,0.9868124723434448,0.7410139441490173,0.8217294216156006,0.9800246357917786,0.6428760886192322
0.7948158979415894,0.987320065498352,0.747174859046936,0.8317962288856506,0.977899432182312,0.6070756912231445
0.7968674302101135,0.9866608381271362,0.7379025816917419,0.8278859257698059,0.9791480898857117,0.6293507218360901
0.7960849404335022,0.9866799712181091,0.74158775806427,0.845147967338562,0.9742737412452698,0.5816717147827148
0.7960245013237,0.9864136576652527,0.7425207495689392,0.8313645720481873,0.9782509207725525,0.6216939687728882
0.7943117022514343,0.9871141314506531,0.7496250867843628,0.8201942443847656,0.9804717898368835,0.6514091491699219
0.7948869466781616,0.9871904850006104,0.7466371655464172,0.8213343024253845,0.9803037643432617,0.6440985202789307
0.7938355803489685,0.98707115650177,0.7516341805458069,0.8198823928833008,0.9806963205337524,0.6494685411453247
0.7925495505332947,0.9877073168754578,0.7577053308486938,0.8245936632156372,0.978935956954956,0.6316848397254944
0.7927537560462952,0.9875734448432922,0.7566865086555481,0.8210042119026184,0.979119598865509,0.6458888649940491
0.7923617959022522,0.9875829815864563,0.7585784196853638,0.8227793574333191,0.976783812046051,0.6396242380142212
0.7910126447677612,0.9878585338592529,0.7637118101119995,0.8269801735877991,0.9722535014152527,0.6244692206382751
0.7905057668685913,0.9881374835968018,0.7668154835700989,0.831757128238678,0.9694734811782837,0.6086508631706238
0.7906102538108826,0.9879944920539856,0.7666189074516296,0.8306573629379272,0.9680480360984802,0.6151312589645386
0.7919870615005493,0.9876397252082825,0.7598286271095276,0.8272628784179688,0.9708705544471741,0.626940906047821
0.7925237417221069,0.9872037172317505,0.7581917643547058,0.8248947262763977,0.9729421138763428,0.6312353610992432
0.7925487756729126,0.9875568151473999,0.7571588754653931,0.8169606328010559,0.9798761606216431,0.6595931053161621
0.7919859290122986,0.9876886606216431,0.7598605155944824,0.8162561655044556,0.9805949926376343,0.6634005904197693
0.7905577421188354,0.988127589225769,0.7660921216011047,0.8163177967071533,0.9817772507667542,0.6634441018104553
0.789890468120575,0.9881880283355713,0.7700265049934387,0.816772997379303,0.9821031093597412,0.6612196564674377
0.7897433638572693,0.9882398843765259,0.7706774473190308,0.8160921931266785,0.9820894598960876,0.6638562679290771
0.7896386384963989,0.9880574941635132,0.7708945870399475,0.8197835683822632,0.9812702536582947,0.651678204536438
0.7887120246887207,0.9885571002960205,0.7753411531448364,0.8212987184524536,0.9811084866523743,0.6455450057983398
0.7884679436683655,0.9886178374290466,0.7764052152633667,0.8179090619087219,0.9818947315216064,0.6579874753952026
0.7876791954040527,0.9889156818389893,0.7801978588104248,0.8169859051704407,0.981935977935791,0.6622847318649292
0.7866665124893188,0.9889976382255554,0.784874439239502,0.8164880275726318,0.9818993210792542,0.6647222638130188
0.7864407300949097,0.989050567150116,0.785775899887085,0.8152253031730652,0.9822548031806946,0.6689861416816711
0.7865689396858215,0.9891478419303894,0.785153865814209,0.8153704404830933,0.9816465377807617,0.6682968735694885
0.7857816219329834,0.9894312024116516,0.7889786958694458,0.814885139465332,0.9813981056213379,0.6703511476516724
0.7861695885658264,0.9893518090248108,0.7873439192771912,0.8161339163780212,0.9797505140304565,0.665482759475708
0.7864851951599121,0.9893842339515686,0.7856454849243164,0.8159399628639221,0.9807199239730835,0.6666588187217712
0.7873553037643433,0.9889260530471802,0.781436562538147,0.8167444467544556,0.980316162109375,0.6654638051986694
0.7864182591438293,0.9894682168960571,0.7859044671058655,0.8155682682991028,0.9807942509651184,0.667493999004364
0.7854575514793396,0.98985356092453,0.790864884853363,0.8161376118659973,0.9815846681594849,0.6649898886680603
0.7853126525878906,0.9898325800895691,0.7916929721832275,0.8176896572113037,0.980868399143219,0.6597443222999573
0.7840485572814941,0.990189254283905,0.7978101372718811,0.8168511390686035,0.9809083938598633,0.6636032462120056
0.7843027114868164,0.9902016520500183,0.7962073683738708,0.8167205452919006,0.9806568026542664,0.6626408696174622
0.7836753129959106,0.9902905225753784,0.7994275689125061,0.8166618943214417,0.97970050573349,0.6628517508506775
